activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,13330036,[],CHEMBL2389549,Inhibition of TIE2 (unknown origin) by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN([C@H]2CC[C@H](n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '13.68', 'le': '0.25', 'lle': '1.40', 'sei': '9.11'}",CHEMBL45177,,CHEMBL45177,6.60,False,http://www.openphacts.org/units/Nanomolar,1897546,=,1,True,=,,IC50,nM,,250.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,250.0
,13330090,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C)cc1NC(=O)Nc1cccc(C(=O)c2cn(C3CCCC3)c3ncnc(N)c23)c1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '16.62', 'le': '0.31', 'lle': '2.74', 'sei': '6.49'}",CHEMBL2387001,,CHEMBL2387001,8.06,False,http://www.openphacts.org/units/Nanomolar,1897544,=,1,True,=,,IC50,nM,,8.8,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,8.8
,13330091,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(F)c(NC(=O)Nc2cccc(C(=O)c3cn(C4CCCC4)c4ncnc(N)c34)c2)c1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '16.76', 'le': '0.31', 'lle': '2.47', 'sei': '6.89'}",CHEMBL2387000,,CHEMBL2387000,7.92,False,http://www.openphacts.org/units/Nanomolar,1897543,=,1,True,=,,IC50,nM,,12.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,12.0
,13330092,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(C(=O)c1cccc(NC(=O)Nc3ccc(Cl)cc3)c1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '15.47', 'le': '0.30', 'lle': '1.69', 'sei': '6.39'}",CHEMBL2386998,,CHEMBL2386998,7.35,False,http://www.openphacts.org/units/Nanomolar,1897541,=,1,True,=,,IC50,nM,,45.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,45.0
,13330093,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(Cc1cccc(NS(=O)(=O)c3c(F)cccc3F)c1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2386997,,CHEMBL2386997,,False,http://www.openphacts.org/units/Nanomolar,1897540,>,1,True,>,,IC50,nM,,10000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,10000.0
,13330094,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(C(=O)c1ccc(NC(=O)Nc3c(F)cccc3F)cc1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '13.56', 'le': '0.25', 'lle': '1.18', 'sei': '5.62'}",CHEMBL2386996,,CHEMBL2386996,6.46,False,http://www.openphacts.org/units/Nanomolar,1897539,=,1,True,=,,IC50,nM,,345.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,345.0
,13330095,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(C(=O)c1ccc(NS(=O)(=O)c3c(F)cccc3F)cc1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '12.32', 'le': '0.24', 'lle': '1.69', 'sei': '5.11'}",CHEMBL2386995,,CHEMBL2386995,6.13,False,http://www.openphacts.org/units/Nanomolar,1897538,=,1,True,=,,IC50,nM,,745.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,745.0
,13330096,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(C(=O)c1cccc(NC(=O)Nc3c(F)cccc3F)c1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '13.52', 'le': '0.25', 'lle': '1.16', 'sei': '5.61'}",CHEMBL2386994,,CHEMBL2386994,6.44,False,http://www.openphacts.org/units/Nanomolar,1897537,=,1,True,=,,IC50,nM,,361.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,361.0
,13330097,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(C(=O)c1cccc(NS(=O)(=O)c3c(F)cccc3F)c1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '12.81', 'le': '0.25', 'lle': '1.93', 'sei': '5.31'}",CHEMBL2386993,,CHEMBL2386993,6.37,False,http://www.openphacts.org/units/Nanomolar,1897536,=,1,True,=,,IC50,nM,,423.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,423.0
,13330098,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(-c1nc3ccc(NC(=O)Nc4c(F)cccc4F)cc3[nH]1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '13.55', 'le': '0.25', 'lle': '1.03', 'sei': '5.23'}",CHEMBL2387005,,CHEMBL2387005,6.62,False,http://www.openphacts.org/units/Nanomolar,1897549,=,1,True,=,,IC50,nM,,241.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,241.0
,13330099,[],CHEMBL2387820,Inhibition of GST-fused TIE2 (unknown origin) using poly[Glu:Tyr] as substrate assessed as phosphotyrosine level by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(-c1nc3ccc(NS(=O)(=O)c4c(F)cccc4F)cc3[nH]1)cn2C1CCCC1,,,CHEMBL2384974,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '12.26', 'le': '0.24', 'lle': '1.50', 'sei': '4.75'}",CHEMBL2387004,,CHEMBL2387004,6.25,False,http://www.openphacts.org/units/Nanomolar,1897548,=,1,True,=,,IC50,nM,,568.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,568.0
,13389891,[],CHEMBL2410837,Inhibition of Tie-2 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,,,CHEMBL2407020,Bioorg. Med. Chem.,2013.0,,CHEMBL2409778,,CHEMBL2409778,,False,http://www.openphacts.org/units/Nanomolar,1910522,>,1,True,>,,IC50,nM,,10000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,10000.0
,13389946,[],CHEMBL2410837,Inhibition of Tie-2 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3)c2)n(C)n1,,,CHEMBL2407020,Bioorg. Med. Chem.,2013.0,,CHEMBL2409790,,CHEMBL2409790,,False,http://www.openphacts.org/units/Nanomolar,1910534,>,1,True,>,,IC50,nM,,1000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1000.0
,13389947,[],CHEMBL2410837,Inhibition of Tie-2 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4n3)c2)n(C)n1,,,CHEMBL2407020,Bioorg. Med. Chem.,2013.0,,CHEMBL2409781,,CHEMBL2409781,,False,http://www.openphacts.org/units/Nanomolar,1910525,>,1,True,>,,IC50,nM,,1000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1000.0
,13389948,[],CHEMBL2410837,Inhibition of Tie-2 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c2)n(C)n1,,,CHEMBL2407020,Bioorg. Med. Chem.,2013.0,,CHEMBL2409779,,CHEMBL2409779,,False,http://www.openphacts.org/units/Nanomolar,1910523,>,1,True,>,,IC50,nM,,1000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1000.0
,13389949,[],CHEMBL2410837,Inhibition of Tie-2 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,,,CHEMBL2407020,Bioorg. Med. Chem.,2013.0,,CHEMBL2409775,,CHEMBL2409775,,False,http://www.openphacts.org/units/Nanomolar,1910519,>,1,True,>,,IC50,nM,,1000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1000.0
,13389950,[],CHEMBL2410837,Inhibition of Tie-2 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(C)n1,,,CHEMBL2407020,Bioorg. Med. Chem.,2013.0,,CHEMBL2348996,,CHEMBL2348996,,False,http://www.openphacts.org/units/Nanomolar,1910518,>,1,True,>,,IC50,nM,,1000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1000.0
,13948208,[],CHEMBL3132615,Inhibition of TIE2 receptor (unknown origin) using biotinylated poly-Glu-Tyr (4:1) as substrate preincubated for 5 mins measured after 12 hrs,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,,,CHEMBL3124815,J. Med. Chem.,2013.0,"{'bei': '11.06', 'le': '0.21', 'lle': '-0.52', 'sei': '5.89'}",CHEMBL3125890,,CHEMBL3125890,6.13,False,http://www.openphacts.org/units/Nanomolar,1971561,=,1,True,=,,IC50,nM,,740.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nmol/L,UO_0000065,,740.0
,15055342,[],CHEMBL3380478,"Inhibition of human recombinant TIE2 using poly(Glu,Tyr) substrate",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2nc(-c3c[nH]c4ccccc34)c[nH]c2=O)cc(OC)c1OC,,,CHEMBL3351621,J. Med. Chem.,2015.0,,CHEMBL3358966,,CHEMBL3358966,,False,http://www.openphacts.org/units/Nanomolar,2265579,>,1,True,>,,IC50,nM,,100000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,uM,UO_0000065,,100.0
,15152443,[],CHEMBL3395872,Inhibition of TIE-2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CNCC2=C1C(c1ccccc1F)c1c[nH]nc1N2,,,CHEMBL3392969,J. Med. Chem.,2015.0,,CHEMBL3393455,,CHEMBL3393455,,False,http://www.openphacts.org/units/Nanomolar,2276932,>,1,True,>,,IC50,nM,,20000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,uM,UO_0000065,,20.0
,15193020,[],CHEMBL3411674,Inhibition of TIE2 (unknown origin) by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2,,,CHEMBL3407349,J. Med. Chem.,2015.0,"{'bei': '14.32', 'le': '0.26', 'lle': '1.93', 'sei': '9.63'}",CHEMBL3408947,CFI-400945,CHEMBL3408947,7.66,False,http://www.openphacts.org/units/Nanomolar,2287361,=,1,True,=,,IC50,nM,,22.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,22.0
,15648974,[],CHEMBL3594870,Inhibition of TIE2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,,,CHEMBL3593212,Bioorg. Med. Chem.,2015.0,,CHEMBL3593777,,CHEMBL3593777,,False,http://www.openphacts.org/units/Nanomolar,2488153,>,1,True,>,,IC50,nM,,1000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1000.0
273867,16277341,[],CHEMBL3707700,"Kinase Inhibition Assay: The compound of Example 39, 2-(1H-indol-5-ylamino)-6-(2,4-difluorophenylsulfonyl)-8-methylpyrido[2,3-d]pyrimidin-7(8H)-one, was subjected to a kinase inhibition assay for the kinases. Compounds were tested in 5 dose IC50 mode with 10-fold serial dilution starting at 10 μM. Staurosporine, a known protein kinase inhibitor, was tested in 5-dose IC50 mode with 3-fold serial dilution starting at 20 μM. Reactions were carried out in 10 μM ATP. The results are shown in Table 5. The results show that the compound of Example 39 is a kinase inhibitor highly selective for the kinase Plk2.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,,,CHEMBL3639034,,2014.0,,CHEMBL3702566,,CHEMBL3702566,,False,http://www.openphacts.org/units/Nanomolar,2579948,>,37,True,>,,IC50,nM,,10000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,10000.0
273899,16310090,[],CHEMBL3707700,"Kinase Inhibition Assay: The compound of Example 39, 2-(1H-indol-5-ylamino)-6-(2,4-difluorophenylsulfonyl)-8-methylpyrido[2,3-d]pyrimidin-7(8H)-one, was subjected to a kinase inhibition assay for the kinases. Compounds were tested in 5 dose IC50 mode with 10-fold serial dilution starting at 10 μM. Staurosporine, a known protein kinase inhibitor, was tested in 5-dose IC50 mode with 3-fold serial dilution starting at 20 μM. Reactions were carried out in 10 μM ATP. The results are shown in Table 5. The results show that the compound of Example 39 is a kinase inhibitor highly selective for the kinase Plk2.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,,,CHEMBL3639034,,2014.0,"{'bei': '13.57', 'le': '0.25', 'lle': '1.39', 'sei': '8.42'}",CHEMBL3975634,,CHEMBL3975634,6.14,False,http://www.openphacts.org/units/Nanomolar,2579949,=,37,True,=,,IC50,nM,,719.8,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,719.8
,16432029,[],CHEMBL3750183,Inhibition of human TIE2 using poly[Glu:Tyr] (4:1) as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,,,CHEMBL3745707,Bioorg. Med. Chem.,2016.0,,CHEMBL3745885,,CHEMBL3745885,,False,http://www.openphacts.org/units/Nanomolar,2741358,>,1,True,>,,IC50,nM,,10000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,uM,UO_0000065,,10.0
,16465575,[],CHEMBL3766483,"Inhibition of human TIE2 using poly(Glu, Tyr) as substrate by [33P]-phosphoryl transfer assay",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL3763130,Eur. J. Med. Chem.,2016.0,"{'bei': '15.64', 'le': '0.29', 'lle': '2.30', 'sei': '7.94'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,7.84,True,http://www.openphacts.org/units/Nanomolar,2757708,=,1,True,=,,IC50,nM,,14.3,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,14.3
,16621536,[],CHEMBL3820675,Inhibition of TIE2 (unknown origin) incubated for 1 hr by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,,,CHEMBL3817824,Bioorg. Med. Chem.,2016.0,,CHEMBL3818247,,CHEMBL3818247,,False,http://www.openphacts.org/units/Nanomolar,2784915,>,1,True,>,,IC50,nM,,30000.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,30000.0
,16622243,[],CHEMBL3820675,Inhibition of TIE2 (unknown origin) incubated for 1 hr by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL3817824,Bioorg. Med. Chem.,2016.0,"{'bei': '14.30', 'le': '0.26', 'lle': '2.32', 'sei': '9.61'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,6.67,False,http://www.openphacts.org/units/Nanomolar,2783100,=,1,True,=,,IC50,nM,,213.2,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,213.2
,16737981,[],CHEMBL3856696,Inhibition of human TIE2 preincubated for 15 mins followed by substrate addition measured after 30 mins in presence of [gamma-32P]ATP by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNCCOc1ccc(-c2sc3nc(-c4cccs4)nc(NN4C(=O)C=C(C)C4=O)c3c2C)cc1.Cl,,,CHEMBL3856191,Eur J Med Chem,2016.0,"{'bei': '9.91', 'le': '0.20', 'lle': '0.37', 'sei': '5.20'}",CHEMBL3966536,,CHEMBL3990699,5.01,False,http://www.openphacts.org/units/Nanomolar,2797723,=,1,True,=,,IC50,nM,,9750.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,uM,UO_0000065,,9.75
,16742585,[],CHEMBL3857925,"Inhibition of TIE-2 (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 2 hrs in presence of [33P]-gamma-ATP by microbeta scintillation counting",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,,,CHEMBL3856219,J Med Chem,2016.0,"{'bei': '14.16', 'le': '0.27', 'lle': '3.19', 'sei': '8.05'}",CHEMBL1230609,FORETINIB,CHEMBL1230609,8.96,False,http://www.openphacts.org/units/Nanomolar,2798418,=,1,True,=,,IC50,nM,,1.1,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1.1
,16742595,[],CHEMBL3857915,Inhibition of TIE-2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,,,CHEMBL3856219,J Med Chem,2016.0,"{'bei': '15.86', 'le': '0.30', 'lle': '3.10', 'sei': '7.40'}",CHEMBL3545365,ALTIRATINIB,CHEMBL3545365,8.10,True,http://www.openphacts.org/units/Nanomolar,2798419,=,1,True,=,,IC50,nM,,8.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,8.0
,16742596,[],CHEMBL3857915,Inhibition of TIE-2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL3856219,J Med Chem,2016.0,"{'bei': '15.64', 'le': '0.29', 'lle': '2.30', 'sei': '7.94'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,7.84,True,http://www.openphacts.org/units/Nanomolar,2798417,=,1,True,=,,IC50,nM,,14.3,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,14.3
,16837398,[],CHEMBL3876056,Inhibition of human recombinant GST-tagged TEK cytoplasmic domain (817 to 1101 residues) expressed in baculovirus expression system,B,,,BAO_0000190,BAO_0000019,assay format,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,,,CHEMBL3875183,Bioorg Med Chem Lett,2017.0,"{'bei': '15.48', 'le': '0.28', 'lle': '1.74', 'sei': '7.64'}",CHEMBL3884319,,CHEMBL3884319,5.98,False,http://www.openphacts.org/units/Nanomolar,2815468,=,1,True,=,,IC50,nM,,1040.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,1040.0
412052,17776767,[],CHEMBL3888695,"Mobility Shift Assay: Agents: 1-fold kinase buffer without MnCl2: 50 mM HEPES, pH 7.5, 0.0015% Brij-35, 10 mM MgCl2, 2 mM DTT. 1-fold kinase buffer with MnCl2: 50 mM HEPES, pH 7.5, 0.0015% Brij-35, 10 mM MgCl2, 10 mM MnCl2, 2 mM DTT. Termination solution: 100 mM HEPES, pH 7.5, 0.0015% Brij-35, 0.2% Coating Reagent#3, 50 mM EDTA. 2.5-fold kinase solution: The kinase was added to the 1-fold kinase buffer to form a 2.5-fold kinase solution. 2.5-fold substrate solution: FAM fluorescence-labelled polypeptide and ATP were added to the 1-fold kinase buffer to form a 2.5-fold substrate solution. Compounds: The final test concentration of the compound was 10 μM at maximum. Firstly, a 50-fold concentration (i.e. 500 μM) was prepared with 100% DMSO. The compound was diluted with 100% DMSO by 5 folds at 5 concentrations (successively 500 μM, 100 μM, 20 μM, 4 μM, and 0.8 μM). After diluting with 1-fold kinase buffer by 10 folds, 5 μl of the samples were transferred to a 384-well reaction plate. Two negative control wells and two positive control wells were set at each line respectively. Replication was made in a 96-well plate in five concentrations of 5-fold compound. 10% DMSO was added to the positive control well, and 5 μl of EDTA (250 mM) was added to the negative control well. Procedure: To the 384-well reaction plate was added 5-fold compound dissolved in 10% DMSO at 5 μl/well. To the 384-well reaction plate was added 2.5-fold kinase solution at 10 Î¼l/well. The plate was incubated at room temperature for 10 mins. To the 384-well reaction plate was added 2.5-fold substrate solution at 10 μl/well. The plate was incubated at 28° C. for a certain period. 25 μl termination solution was added to terminate the reaction.",B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,,,CHEMBL3886794,,2016.0,"{'bei': '12.47', 'le': '0.23', 'lle': '2.32', 'sei': '4.70'}",CHEMBL3903725,,CHEMBL3903725,5.61,False,http://www.openphacts.org/units/Nanomolar,2886096,=,37,True,=,,IC50,nM,,2430.0,CHEMBL4128,Homo sapiens,Tyrosine-protein kinase TIE-2,9606,,,IC50,nM,UO_0000065,,2430.0
